Date,RYN
2004-07-01,5.152096271514893
2004-08-01,5.432077884674072
2004-09-01,5.36288595199585
2004-10-01,5.618937969207764
2004-11-01,5.66042947769165
2004-12-01,5.867435932159424
2005-01-01,5.338395595550537
2005-02-01,5.758267402648926
2005-03-01,6.017159461975098
2005-04-01,6.105845928192139
2005-05-01,6.376760005950928
2005-06-01,6.515987873077393
2005-07-01,7.008707523345947
2005-08-01,6.665891170501709
2005-09-01,7.1591410636901855
2005-10-01,7.124972820281982
2005-11-01,7.406393527984619
2005-12-01,7.513769626617432
2006-01-01,8.06057071685791
2006-02-01,8.126561164855957
2006-03-01,8.690892219543457
2006-04-01,7.846395015716553
2006-05-01,7.413662433624268
2006-06-01,7.317685604095459
2006-07-01,7.684439182281494
2006-08-01,7.624602317810059
2006-09-01,7.384541034698486
2006-10-01,8.007732391357422
2006-11-01,8.146438598632812
2006-12-01,8.11104965209961
2007-01-01,8.535868644714355
2007-02-01,8.824346542358398
2007-03-01,8.589437484741211
2007-04-01,8.663342475891113
2007-05-01,8.980950355529785
2007-06-01,9.112616539001465
2007-07-01,8.547367095947266
2007-08-01,8.628119468688965
2007-09-01,9.81142520904541
2007-10-01,9.8624849319458
2007-11-01,9.472400665283203
2007-12-01,9.75462818145752
2008-01-01,8.738694190979004
2008-02-01,8.786182403564453
2008-03-01,9.075366973876953
2008-04-01,8.780789375305176
2008-05-01,9.915210723876953
2008-06-01,8.965616226196289
2008-07-01,9.865142822265625
2008-08-01,9.499837875366211
2008-09-01,10.11159896850586
2008-10-01,7.064237117767334
2008-11-01,7.132574081420898
2008-12-01,6.808846473693848
2009-01-01,6.39401912689209
2009-02-01,5.777205467224121
2009-03-01,6.705859661102295
2009-04-01,8.569830894470215
2009-05-01,8.876056671142578
2009-06-01,8.166594505310059
2009-07-01,8.759708404541016
2009-08-01,9.649385452270508
2009-09-01,9.30375862121582
2009-10-01,8.773872375488281
2009-11-01,9.037672996520996
2009-12-01,9.705134391784668
2010-01-01,9.65449047088623
2010-02-01,9.569314956665039
2010-03-01,10.578499794006348
2010-04-01,11.405123710632324
2010-05-01,10.450431823730469
2010-06-01,10.370343208312988
2010-07-01,11.503499031066895
2010-08-01,11.143057823181152
2010-09-01,11.930678367614746
2010-10-01,12.42580509185791
2010-11-01,12.130626678466797
2010-12-01,12.6322021484375
2011-01-01,14.241289138793945
2011-02-01,14.751201629638672
2011-03-01,15.121999740600586
2011-04-01,16.104896545410156
2011-05-01,16.11216926574707
2011-06-01,15.990708351135254
2011-07-01,15.770475387573242
2011-08-01,15.393651962280273
2011-09-01,13.64041805267334
2011-10-01,15.47199535369873
2011-11-01,15.067859649658203
2011-12-01,16.71140480041504
2012-01-01,17.123292922973633
2012-02-01,16.670223236083984
2012-03-01,16.654027938842773
2012-04-01,17.129962921142578
2012-05-01,16.230974197387695
2012-06-01,17.118194580078125
2012-07-01,18.18189239501953
2012-08-01,18.677520751953125
2012-09-01,18.84927749633789
2012-10-01,18.84927749633789
2012-11-01,19.16849708557129
2012-12-01,20.108989715576172
2013-01-01,20.888822555541992
2013-02-01,21.676427841186523
2013-03-01,23.327346801757812
2013-04-01,23.229616165161133
2013-05-01,21.65802764892578
2013-06-01,21.8322811126709
2013-07-01,23.034460067749023
2013-08-01,21.773160934448242
2013-09-01,22.127275466918945
2013-10-01,18.695859909057617
2013-11-01,17.538801193237305
2013-12-01,16.936717987060547
2014-01-01,17.805683135986328
2014-02-01,18.944183349609375
2014-03-01,18.66925048828125
2014-04-01,18.339866638183594
2014-05-01,19.356483459472656
2014-06-01,19.555679321289062
2014-07-01,19.00408363342285
2014-08-01,19.121253967285156
2014-09-01,17.529930114746094
2014-10-01,18.841577529907227
2014-11-01,15.356983184814453
2014-12-01,15.876462936401367
2015-01-01,16.67766571044922
2015-02-01,15.57529354095459
2015-03-01,15.462980270385742
2015-04-01,14.677213668823242
2015-05-01,14.809123992919922
2015-06-01,14.80128288269043
2015-07-01,14.250938415527344
2015-08-01,13.324050903320312
2015-09-01,12.92767333984375
2015-10-01,13.267411231994629
2015-11-01,14.134323120117188
2015-12-01,13.152669906616211
2016-01-01,12.495037078857422
2016-02-01,12.933454513549805
2016-03-01,14.783862113952637
2016-04-01,14.783862113952637
2016-05-01,15.532651901245117
2016-06-01,15.872812271118164
2016-07-01,16.465618133544922
2016-08-01,16.653135299682617
2016-09-01,16.210512161254883
2016-10-01,16.381534576416016
2016-11-01,16.19218635559082
2016-12-01,16.394329071044922
2017-01-01,17.189390182495117
2017-02-01,17.651636123657227
2017-03-01,17.619901657104492
2017-04-01,17.545291900634766
2017-05-01,17.464466094970703
2017-06-01,18.043004989624023
2017-07-01,18.231149673461914
2017-08-01,18.19351577758789
2017-09-01,18.280029296875
2017-10-01,18.9697265625
2017-11-01,19.963134765625
2017-12-01,20.175418853759766
2018-01-01,20.704837799072266
2018-02-01,21.680761337280273
2018-03-01,22.599916458129883
2018-04-01,23.89114761352539
2018-05-01,24.97039222717285
2018-06-01,25.031082153320312
2018-07-01,22.650249481201172
2018-08-01,22.533802032470703
2018-09-01,22.046884536743164
2018-10-01,19.692869186401367
2018-11-01,20.625343322753906
2018-12-01,18.218000411987305
2019-01-01,20.02730369567871
2019-02-01,19.389110565185547
2019-03-01,20.927152633666992
2019-04-01,21.106412887573242
2019-05-01,18.689701080322266
2019-06-01,20.296297073364258
2019-07-01,19.452301025390625
2019-08-01,17.951841354370117
2019-09-01,19.070547103881836
2019-10-01,18.24551010131836
2019-11-01,20.713863372802734
2019-12-01,22.344070434570312
2020-01-01,20.720781326293945
2020-02-01,18.094877243041992
2020-03-01,16.251407623291016
2020-04-01,16.58264923095703
2020-05-01,16.389423370361328
2020-06-01,17.30663299560547
2020-07-01,19.394041061401367
2020-08-01,20.441234588623047
2020-09-01,18.640703201293945
2020-10-01,17.893381118774414
2020-11-01,19.860383987426758
2020-12-01,20.89797019958496
2021-01-01,21.872447967529297
2021-02-01,23.21681022644043
2021-03-01,23.1245059967041
2021-04-01,26.01417350769043
2021-05-01,27.383710861206055
2021-06-01,25.960712432861328
2021-07-01,27.246824264526367
2021-08-01,26.574867248535156
2021-09-01,25.97220230102539
2021-10-01,27.17327308654785
2021-11-01,27.493553161621094
2021-12-01,29.582881927490234
2022-01-01,26.78291893005371
2022-02-01,29.09912872314453
2022-03-01,30.3367977142334
2022-04-01,31.871347427368164
2022-05-01,30.410579681396484
2022-06-01,27.789615631103516
2022-07-01,28.064693450927734
2022-08-01,26.406829833984375
2022-09-01,22.46596908569336
2022-10-01,25.26203727722168
2022-11-01,26.896202087402344
2022-12-01,24.907678604125977
2023-01-01,27.499713897705078
2023-02-01,25.376209259033203
2023-03-01,25.35605812072754
2023-04-01,23.907577514648438
2023-05-01,22.35236358642578
2023-06-01,24.162822723388672
2023-07-01,25.486392974853516
2023-08-01,23.008548736572266
2023-09-01,22.110490798950195
2023-10-01,19.60888671875
2023-11-01,23.835203170776367
2023-12-01,26.341447830200195
2024-01-01,23.88943099975586
2024-02-01,27.145648956298828
2024-03-01,26.425334930419922
2024-04-01,23.579286575317383
2024-05-01,23.865480422973633
2024-06-01,23.34742546081543
2024-07-01,24.342639923095703
2024-08-01,24.72788429260254
2024-09-01,26.059310913085938
2024-10-01,25.290000915527344
2024-11-01,25.808273315429688
2024-12-01,22.665325164794922
2025-01-01,22.700063705444336
2025-02-01,23.004003524780273
2025-03-01,24.449983596801758
2025-04-01,21.45073890686035
2025-05-01,20.78424072265625
2025-06-01,19.68055534362793
2025-07-01,20.683218002319336
2025-08-01,23.318531036376953
2025-09-01,23.798154830932617
2025-10-01,20.98057746887207
2025-11-01,21.11366844177246
2025-12-01,20.845882415771484
2026-01-01,21.895397186279297
2026-02-01,20.691823959350586
2026-03-01,20.11172866821289
2026-04-01,20.687183380126953
2026-05-01,20.375072479248047
2026-06-01,21.009050369262695
2026-07-01,21.502683639526367
2026-08-01,20.238981246948242
2026-09-01,19.059999465942383
