Date,^GSPTSE
1998-02-01,7092.5
1998-03-01,7558.5
1998-04-01,7665.0
1998-05-01,7589.7998046875
1998-06-01,7366.89990234375
1998-07-01,6931.39990234375
1998-08-01,5530.7001953125
1998-09-01,5614.10009765625
1998-10-01,6208.2998046875
1998-11-01,6343.89990234375
1998-12-01,6485.89990234375
1999-01-01,6729.60009765625
1999-02-01,6312.7001953125
1999-03-01,6597.7998046875
1999-04-01,7014.7001953125
1999-05-01,6841.7998046875
1999-06-01,7010.10009765625
1999-07-01,7081.0
1999-08-01,6970.7998046875
1999-09-01,6957.7001953125
1999-10-01,7256.2001953125
1999-11-01,7523.2001953125
1999-12-01,8413.7998046875
2000-01-01,8481.099609375
2000-02-01,9129.0
2000-03-01,9462.400390625
2000-04-01,9347.599609375
2000-05-01,9252.0
2000-06-01,10195.5
2000-07-01,10406.2998046875
2000-08-01,11247.900390625
2000-09-01,10377.900390625
2000-10-01,9639.599609375
2000-11-01,8819.900390625
2000-12-01,8933.7001953125
2001-01-01,9321.900390625
2001-02-01,8078.7001953125
2001-03-01,7608.0
2001-04-01,7946.60009765625
2001-05-01,8161.89990234375
2001-06-01,7736.39990234375
2001-07-01,7689.7001953125
2001-08-01,7399.2001953125
2001-09-01,6838.60009765625
2001-10-01,6885.7001953125
2001-11-01,7425.7001953125
2001-12-01,7688.39990234375
2002-01-01,7648.5
2002-02-01,7637.5
2002-03-01,7851.5
2002-04-01,7663.39990234375
2002-05-01,7656.10009765625
2002-06-01,7145.60009765625
2002-07-01,6605.39990234375
2002-08-01,6612.0
2002-09-01,6180.39990234375
2002-10-01,6248.7998046875
2002-11-01,6570.39990234375
2002-12-01,6614.5
2003-01-01,6569.5
2003-02-01,6555.10009765625
2003-03-01,6343.2998046875
2003-04-01,6586.10009765625
2003-05-01,6859.7998046875
2003-06-01,6983.10009765625
2003-07-01,7257.89990234375
2003-08-01,7510.2998046875
2003-09-01,7421.10009765625
2003-10-01,7772.7001953125
2003-11-01,7859.39990234375
2003-12-01,8220.900390625
2004-01-01,8521.400390625
2004-02-01,8788.5
2004-03-01,8585.900390625
2004-04-01,8244.0
2004-05-01,8417.2998046875
2004-06-01,8545.599609375
2004-07-01,8458.099609375
2004-08-01,8377.0
2004-09-01,8668.2998046875
2004-10-01,8871.0
2004-11-01,9030.099609375
2004-12-01,9246.7001953125
2005-01-01,9204.099609375
2005-02-01,9668.2998046875
2005-03-01,9612.400390625
2005-04-01,9369.2998046875
2005-05-01,9607.2998046875
2005-06-01,9902.7998046875
2005-07-01,10422.900390625
2005-08-01,10668.900390625
2005-09-01,11011.7998046875
2005-10-01,10383.2998046875
2005-11-01,10824.099609375
2005-12-01,11272.2998046875
2006-01-01,11945.599609375
2006-02-01,11688.2998046875
2006-03-01,12110.599609375
2006-04-01,12204.2001953125
2006-05-01,11744.5
2006-06-01,11612.900390625
2006-07-01,11831.0
2006-08-01,12073.7998046875
2006-09-01,11761.2998046875
2006-10-01,12344.599609375
2006-11-01,12752.400390625
2006-12-01,12908.400390625
2007-01-01,13034.099609375
2007-02-01,13045.0
2007-03-01,13165.5
2007-04-01,13416.7001953125
2007-05-01,14056.7998046875
2007-06-01,13906.599609375
2007-07-01,13868.599609375
2007-08-01,13660.5
2007-09-01,14098.900390625
2007-10-01,14625.0
2007-11-01,13689.099609375
2007-12-01,13833.099609375
2008-01-01,13155.099609375
2008-02-01,13582.7001953125
2008-03-01,13350.099609375
2008-04-01,13937.0
2008-05-01,14714.7001953125
2008-06-01,14467.0
2008-07-01,13592.900390625
2008-08-01,13771.2998046875
2008-09-01,11752.900390625
2008-10-01,9762.7998046875
2008-11-01,9270.599609375
2008-12-01,8987.7001953125
2009-01-01,8694.900390625
2009-02-01,8123.0
2009-03-01,8720.400390625
2009-04-01,9324.7998046875
2009-05-01,10370.099609375
2009-06-01,10374.900390625
2009-07-01,10787.2001953125
2009-08-01,10868.2001953125
2009-09-01,11395.0
2009-10-01,10910.7998046875
2009-11-01,11447.2001953125
2009-12-01,11746.099609375
2010-01-01,11094.2998046875
2010-02-01,11629.599609375
2010-03-01,12037.7001953125
2010-04-01,12210.7001953125
2010-05-01,11763.0
2010-06-01,11294.400390625
2010-07-01,11713.400390625
2010-08-01,11913.900390625
2010-09-01,12368.7001953125
2010-10-01,12676.2001953125
2010-11-01,12952.900390625
2010-12-01,13443.2001953125
2011-01-01,13552.0
2011-02-01,14136.5
2011-03-01,14116.099609375
2011-04-01,13944.7998046875
2011-05-01,13802.900390625
2011-06-01,13300.900390625
2011-07-01,12945.599609375
2011-08-01,12768.7001953125
2011-09-01,11623.7998046875
2011-10-01,12252.099609375
2011-11-01,12204.099609375
2011-12-01,11955.099609375
2012-01-01,12452.2001953125
2012-02-01,12644.0
2012-03-01,12392.2001953125
2012-04-01,12292.7001953125
2012-05-01,11513.2001953125
2012-06-01,11596.599609375
2012-07-01,11664.7001953125
2012-08-01,11949.2998046875
2012-09-01,12317.5
2012-10-01,12422.900390625
2012-11-01,12239.400390625
2012-12-01,12433.5
2013-01-01,12685.2001953125
2013-02-01,12821.7998046875
2013-03-01,12749.900390625
2013-04-01,12456.5
2013-05-01,12650.400390625
2013-06-01,12129.099609375
2013-07-01,12486.599609375
2013-08-01,12653.900390625
2013-09-01,12787.2001953125
2013-10-01,13361.2998046875
2013-11-01,13395.400390625
2013-12-01,13621.599609375
2014-01-01,13694.900390625
2014-02-01,14209.599609375
2014-03-01,14335.2998046875
2014-04-01,14651.900390625
2014-05-01,14604.2001953125
2014-06-01,15146.0
2014-07-01,15330.7001953125
2014-08-01,15625.7001953125
2014-09-01,14960.5
2014-10-01,14613.2998046875
2014-11-01,14744.7001953125
2014-12-01,14632.400390625
2015-01-01,14673.5
2015-02-01,15234.2998046875
2015-03-01,14902.400390625
2015-04-01,15224.5
2015-05-01,15014.099609375
2015-06-01,14553.2998046875
2015-07-01,14468.400390625
2015-08-01,13859.099609375
2015-09-01,13307.0
2015-10-01,13529.2001953125
2015-11-01,13469.7998046875
2015-12-01,13010.0
2016-01-01,12822.099609375
2016-02-01,12860.400390625
2016-03-01,13494.400390625
2016-04-01,13951.5
2016-05-01,14065.7998046875
2016-06-01,14064.5
2016-07-01,14582.7001953125
2016-08-01,14598.0
2016-09-01,14725.900390625
2016-10-01,14787.2998046875
2016-11-01,15082.900390625
2016-12-01,15287.599609375
2017-01-01,15386.0
2017-02-01,15399.2001953125
2017-03-01,15547.7998046875
2017-04-01,15586.099609375
2017-05-01,15349.900390625
2017-06-01,15182.2001953125
2017-07-01,15143.900390625
2017-08-01,15211.900390625
2017-09-01,15634.900390625
2017-10-01,16025.599609375
2017-11-01,16067.5
2017-12-01,16209.099609375
2018-01-01,15951.7001953125
2018-02-01,15442.7001953125
2018-03-01,15367.2998046875
2018-04-01,15607.900390625
2018-05-01,16061.5
2018-06-01,16277.7001953125
2018-07-01,16434.0
2018-08-01,16262.900390625
2018-09-01,16073.099609375
2018-10-01,15027.2998046875
2018-11-01,15197.7998046875
2018-12-01,14322.900390625
2019-01-01,15540.599609375
2019-02-01,15999.0
2019-03-01,16102.099609375
2019-04-01,16580.69921875
2019-05-01,16037.5
2019-06-01,16382.2001953125
2019-07-01,16406.599609375
2019-08-01,16442.099609375
2019-09-01,16658.599609375
2019-10-01,16483.19921875
2019-11-01,17040.19921875
2019-12-01,17063.400390625
2020-01-01,17318.5
2020-02-01,16263.099609375
2020-03-01,13378.7998046875
2020-04-01,14780.7001953125
2020-05-01,15192.7998046875
2020-06-01,15515.2001953125
2020-07-01,16169.2001953125
2020-08-01,16514.400390625
2020-09-01,16121.400390625
2020-10-01,15580.599609375
2020-11-01,17190.30078125
2020-12-01,17433.400390625
2021-01-01,17337.0
2021-02-01,18060.30078125
2021-03-01,18700.69921875
2021-04-01,19108.30078125
2021-05-01,19731.0
2021-06-01,20165.599609375
2021-07-01,20287.80078125
2021-08-01,20582.900390625
2021-09-01,20070.30078125
2021-10-01,21037.099609375
2021-11-01,20660.0
2021-12-01,21222.80078125
2022-01-01,21098.30078125
2022-02-01,21126.400390625
2022-03-01,21890.19921875
2022-04-01,20762.0
2022-05-01,20729.30078125
2022-06-01,18861.400390625
2022-07-01,19692.900390625
2022-08-01,19330.80078125
2022-09-01,18444.19921875
2022-10-01,19426.099609375
2022-11-01,20453.30078125
2022-12-01,19384.900390625
2023-01-01,20767.400390625
2023-02-01,20221.19921875
2023-03-01,20099.900390625
2023-04-01,20636.5
2023-05-01,19572.19921875
2023-06-01,20155.30078125
2023-07-01,20626.599609375
2023-08-01,20292.599609375
2023-09-01,19541.30078125
2023-10-01,18873.5
2023-11-01,20236.30078125
2023-12-01,20958.400390625
2024-01-01,21021.900390625
2024-02-01,21363.599609375
2024-03-01,22167.0
2024-04-01,21714.5
2024-05-01,22269.099609375
2024-06-01,21875.80078125
2024-07-01,23110.80078125
2024-08-01,23346.19921875
2024-09-01,24000.400390625
2024-10-01,24156.900390625
2024-11-01,25648.0
2024-12-01,24727.900390625
2025-01-01,25533.099609375
2025-02-01,25393.5
2025-03-01,24917.5
2025-04-01,24841.69921875
2025-05-01,26175.099609375
2025-06-01,26857.099609375
2025-07-01,27259.80078125
2025-08-01,28564.5
2025-09-01,30022.80078125
2025-10-01,30260.69921875
2025-11-01,31382.80078125
2025-12-01,31712.80078125
2026-01-01,31923.5
2026-02-01,34340.0
2026-03-01,32768.0
2026-04-01,33964.30078125
2026-05-01,34769.1015625
2026-06-01,34857.0
2026-07-01,35226.1015625
2026-08-01,36270.5
2026-09-01,35706.4609375
